claim_id,claim_date,order_id,device_id,issue_type,severity,warranty_approved,replacement_ship_days,notes
CLM-581648461,2025-12-09,ORD-7311887,DEV-5514050134,Battery,low,0.0,10.0,repeat failure
CLM-285639562,2024-09-19,ORD-7544268,DEV-2097006393,Mic issues,critical,0.0,10.0,
CLM-392151803,2024-04-02,ORD-5226561,DEV-3403937842,Overheating,med,1.0,,
CLM-209797780,2024-06-19,ORD-9869036,DEV-9903201136,Battery,low,1.0,2.0,
CLM-691791667,2024-10-17,ORD-9219991,DEV-7071619980,Sound Distortion,med,0.0,7.0,no fault found
CLM-925562216,2024-09-16,ORD-2386182,DEV-1514218251,Sound Distortion,high,1.0,,customer reports intermittent issue
CLM-140149767,2024-06-01,ORD-4651364,DEV-2123999583,Software,low,,7.0,customer reports intermittent issue
CLM-323622036,2025-09-03,ORD-8812347,DEV-1186146421,Connectivity,high,0.0,5.0,customer reports intermittent issue
CLM-843399648,2024-11-11,ORD-9785116,DEV-3887367173,Sound Distortion,high,0.0,3.0,needs firmware
CLM-975623023,2024-02-26,ORD-9335141,DEV-3818985408,Physical Damage,high,1.0,,
CLM-950366079,2024-02-19,ORD-6361171,DEV-3980736621,Connectivity,high,1.0,2.0,needs firmware
CLM-663394884,2024-09-01,ORD-8231644,DEV-6102944734,Sound Distortion,med,1.0,3.0,repeat failure
CLM-876506081,02/23/2024,ORD-5333516,DEV-8135903179,Software,high,0.0,7.0,repeat failure
CLM-650078106,2024-09-09,OR-8079179,DEV-8372653557,Connectivity,low,1.0,5.0,no fault found
CLM-594367605,2025-08-19,ORD-3030490,DEV-4717950116,Overheating,med,,5.0,no fault found
CLM-433977387,2025-10-30,ORD-6040297,DEV-7394835644,Software,high,1.0,10.0,customer reports intermittent issue
CLM-392499954,2024-04-21,ORD-7750460,DEV-8343011815,Sound Distortion,low,1.0,5.0,repeat failure
CLM-198786960,2025-08-10,ORD-5614128,DEV-6199479538,Connectivity,med,1.0,2.0,customer reports intermittent issue
CLM-716596837,2024-01-24,ORD-5371857,DEV-5436384177,Overheating,high,1.0,,repeat failure
CLM-916876622,2024-03-26,ORD-3388315,DEV-6235708199,Software,high,1.0,3.0,no fault found
CLM-334094058,2025-10-21,ORD-5545652,DEV-3287289954,,low,1.0,7.0,
CLM-166173903,2024-07-15,ORD-5279194,DEV-7545482819,Connectivity,med,1.0,2.0,customer reports intermittent issue
CLM-762643199,2024-08-07,ORD-3151427,DEV-4306064478,Software,low,0.0,5.0,
CLM-457919112,2025-11-26,ORD-2805421,DEV-4770521693,Sound Distortion,med,1.0,10.0,needs firmware
CLM-324767753,2025-04-23,ORD-6954749,DEV-9145297996,Battery,low,0.0,3.0,customer reports intermittent issue
CLM-261847512,2024-07-05,ORD-7305351,,Sound Distortion,med,0.0,10.0,no fault found
CLM-766369461,2024-04-23,ORD-9193220,DEV-8394876169,Overheating,high,1.0,2.0,
CLM-766993457,2025-09-20,ORD-4879573,DEV-1193392866,Overheating,high,1.0,3.0,customer reports intermittent issue
CLM-200779448,2025-06-18,ORD-1337395,DEV-2933692925,,high,1.0,5.0,customer reports intermittent issue
CLM-143913644,10/25/2025,ORD-3209411,DEV-6040405160,Connectivity,high,0.0,3.0,repeat failure
CLM-437797070,2024-11-25,ORD-5517311,DEV-3967293615,Overheating,high,1.0,7.0,customer reports intermittent issue
CLM-549708019,2024-11-19,ORD-7066654,,,med,0.0,2.0,customer reports intermittent issue
CLM-683300734,2024-12-10,ORD-4267215,DEV-2579162223,Physical Damage,low,1.0,2.0,needs firmware
CLM-297215990,2025-09-15,ORD-7976958,DEV-2461943254,Physical Damage,med,1.0,3.0,no fault found
CLM-261986579,2025-07-02,ORD-3486503,DEV-1098246042,Software,low,1.0,5.0,
CLM-125633472,2024-12-12,ORD-2578261,DEV-6084517857,Software,high,1.0,5.0,customer reports intermittent issue
CLM-868810633,2024-07-23,ORD-8369918,DEV-5634542047,Overheating,high,1.0,5.0,
CLM-134450578,2024-01-07,ORD-6811247,DEV-7023755059,Physical Damage,high,1.0,5.0,no fault found
CLM-797547935,2024-08-11,ORD-1058379,DEV-8482964091,Connectivity,med,1.0,5.0,no fault found
CLM-273173477,2024-01-27,ORD-9246839,DEV-7997333666,Mic issues,low,1.0,3.0,repeat failure
CLM-164937442,2025-02-26,ORD-9561622,DEV-3522605027,,low,0.0,3.0,customer reports intermittent issue
CLM-420017061,2025-10-24,ORD-6977912,DEV-2614476384,Software,med,1.0,7.0,needs firmware
CLM-564873555,2024-05-17,ORD-9659188,DEV-2415214981,Connectivity,med,0.0,2.0,customer reports intermittent issue
CLM-189222233,08/28/2024,ORD-5696830,DEV-1435648327,Sound Distortion,high,1.0,7.0,customer reports intermittent issue
CLM-313641743,2024-07-02,ORD-9848671,DEV-4250704106,Software,med,1.0,3.0,
CLM-917951586,2024-04-27,ORD-1132437,DEV-7360278175,Battery,low,1.0,2.0,repeat failure
CLM-992595100,2024-07-12,ORD-8968290,DEV-4847499965,Physical Damage,med,,3.0,
CLM-286955774,06/28/2024,ORD-7332449,DEV-3519487695,Connectivity,low,0.0,5.0,customer reports intermittent issue
CLM-400935246,2025-05-26,ORD-2402677,DEV-8196029286,Overheating,low,1.0,5.0,
CLM-440013601,2024-01-31,ORD-5898646,DEV-7118398585,Connectivity,low,1.0,3.0,
CLM-360541716,2025-07-18,ORD-4307909,,,low,1.0,5.0,repeat failure
CLM-880998419,2025-05-03,ORD-3908388,DEV-1158247555,Battery,high,1.0,10.0,customer reports intermittent issue
CLM-183012273,2024-06-18,ORD-7090590,DEV-3925291545,Physical Damage,med,1.0,5.0,
CLM-984581362,2025-07-10,ORD-3156091,,Battery,low,0.0,10.0,customer reports intermittent issue
CLM-941739988,2024-03-14,ORD-1995526,DEV-8887361156,Software,low,0.0,3.0,repeat failure
CLM-965809569,2025-11-25,ORD-9975270,DEV-6724495821,Connectivity,high,1.0,3.0,customer reports intermittent issue
CLM-164285026,2025-08-22,ORD-4135404,DEV-8837948360,Physical Damage,med,0.0,10.0,needs firmware
CLM-545758472,2025-12-20,ORD-1465727,DEV-7200287331,Overheating,low,1.0,3.0,needs firmware
CLM-810675460,2024-06-19,ORD-3233604,DEV-7324984427,Battery,med,1.0,7.0,needs firmware
CLM-300878959,12/17/2025,ORD-5053089,DEV-6692593653,Mic issues,high,1.0,,repeat failure
CLM-859372180,10/30/2024,ORD-3620694,DEV-6075646820,Mic issues,low,0.0,10.0,customer reports intermittent issue
CLM-259208394,06/22/2025,ORD-2560013,DEV-2335743785,Mic issues,med,1.0,7.0,customer reports intermittent issue
CLM-759050601,2024-09-30,ORD-6821965,DEV-7442038323,Software,critical,1.0,3.0,repeat failure
CLM-111987090,2025-09-14,OR-8888572,DEV-2401777577,Battery,high,1.0,3.0,repeat failure
CLM-845148895,2024-09-04,ORD-2170916,DEV-3884603338,Connectivity,low,0.0,3.0,repeat failure
CLM-488236511,09/07/2025,OR-2486449,DEV-4417343701,Physical Damage,low,1.0,,no fault found
CLM-439298125,2024-08-09,ORD-5382573,DEV-3960300781,,low,0.0,3.0,
CLM-832985731,2025-10-25,ORD-2011926,DEV-6416152703,,med,0.0,7.0,no fault found
CLM-601225743,2024-03-01,ORD-2883585,DEV-8158958884,Connectivity,low,0.0,3.0,customer reports intermittent issue
CLM-380408513,10/12/2024,ORD-6127488,DEV-2367769614,Battery,critical,1.0,7.0,customer reports intermittent issue
CLM-300324513,2024-04-29,ORD-3711763,DEV-2112296591,Sound Distortion,low,1.0,5.0,customer reports intermittent issue
CLM-541271433,2024-09-02,ORD-8342807,DEV-6629079804,Physical Damage,low,1.0,2.0,customer reports intermittent issue
CLM-643118074,2024-04-09,ORD-8886446,DEV-8410482041,Physical Damage,low,1.0,5.0,repeat failure
CLM-585275300,2024-01-24,ORD-9369352,DEV-1962705614,Battery,high,1.0,5.0,
CLM-181012484,2025-03-04,ORD-9059827,DEV-8837948360,Battery,med,1.0,2.0,no fault found
CLM-568499084,2024-12-04,ORD-6510049,DEV-3724253747,Connectivity,med,1.0,5.0,customer reports intermittent issue
CLM-299726726,2024-05-18,ORD-5551775,DEV-1695506654,Physical Damage,low,,5.0,no fault found
CLM-840102147,2025-03-05,ORD-4321682,DEV-6422668648,Physical Damage,low,1.0,5.0,repeat failure
CLM-450960555,2024-02-11,ORD-5368054,DEV-4825325266,Sound Distortion,low,1.0,7.0,repeat failure
CLM-760124692,2024-01-04,ORD-7241239,DEV-4942256494,Mic issues,med,1.0,,repeat failure
CLM-285905635,2025-06-01,ORD-6415191,DEV-6235708199,Battery,med,1.0,5.0,
CLM-964623344,2025-04-13,ORD-5112582,DEV-4715477780,Software,low,0.0,7.0,no fault found
CLM-232450502,2024-07-24,ORD-4513002,DEV-2715669638,Sound Distortion,low,1.0,3.0,customer reports intermittent issue
CLM-658279203,2024-08-01,ORD-5994866,DEV-4887286715,Battery,med,1.0,3.0,customer reports intermittent issue
CLM-467926979,2024-03-06,ORD-8886446,DEV-8970822691,Software,low,1.0,5.0,customer reports intermittent issue
CLM-157442593,2025-08-08,OR-9620556,DEV-8510691083,Software,high,1.0,7.0,needs firmware
CLM-117552781,2024-02-08,ORD-7119185,DEV-1340838469,Battery,low,1.0,7.0,repeat failure
CLM-122438084,2024-02-11,ORD-9790844,DEV-1714264944,Physical Damage,,1.0,5.0,customer reports intermittent issue
CLM-550951396,2025-04-30,ORD-3682726,DEV-9729789661,Connectivity,high,1.0,,repeat failure
CLM-535090152,2024-11-22,ORD-3500175,DEV-8451562941,Overheating,high,0.0,7.0,customer reports intermittent issue
CLM-985707442,2024-04-12,ORD-8103944,DEV-8547136016,Sound Distortion,med,1.0,2.0,no fault found
CLM-418520555,2025-03-16,ORD-9177266,DEV-3263643138,Software,low,1.0,7.0,no fault found
CLM-243506221,2025-08-22,ORD-2771827,DEV-5267587298,Battery,med,1.0,5.0,customer reports intermittent issue
CLM-770103448,2025-04-22,ORD-9907824,DEV-2499199770,Connectivity,med,1.0,2.0,
CLM-695411119,2025-08-23,ORD-1160613,DEV-9838615613,Battery,med,0.0,5.0,no fault found
CLM-144885125,2025-11-03,ORD-6359995,DEV-8555581375,Battery,med,0.0,2.0,repeat failure
CLM-595001293,2025-05-24,ORD-8986645,DEV-4960279860,Physical Damage,med,1.0,5.0,
CLM-626312756,2024-04-09,ORD-5957377,DEV-4865928694,,low,1.0,7.0,repeat failure
CLM-465939638,2024-02-05,ORD-4976938,DEV-1891523421,Battery,low,1.0,5.0,
CLM-928344360,2024-05-18,ORD-7506063,DEV-5681954288,Software,med,1.0,,no fault found
CLM-788253342,2025-02-11,ORD-7696260,DEV-7343340741,Sound Distortion,high,1.0,10.0,
CLM-114529443,2025-11-03,ORD-7470330,DEV-9208900764,Overheating,high,1.0,10.0,repeat failure
CLM-202469568,2024-03-09,ORD-7174194,DEV-2722932755,Physical Damage,med,1.0,7.0,customer reports intermittent issue
CLM-259073329,2024-06-09,ORD-3996468,,Battery,med,1.0,,
CLM-712591728,2024-10-18,ORD-9612312,DEV-1270849633,Physical Damage,med,1.0,7.0,repeat failure
CLM-980693731,2024-12-14,ORD-7311001,DEV-7524339177,Connectivity,med,1.0,,needs firmware
CLM-299965387,2025-04-05,ORD-7685097,DEV-7522587992,Battery,high,1.0,,customer reports intermittent issue
CLM-301407130,2024-03-18,ORD-8600502,DEV-8815534833,Overheating,med,1.0,10.0,
CLM-464448724,2024-05-17,ORD-9804337,DEV-9082021420,Connectivity,med,1.0,,no fault found
CLM-933728286,2024-07-17,ORD-6478705,DEV-9494440282,Connectivity,low,0.0,7.0,
CLM-346026011,2025-08-08,ORD-3853628,DEV-3035632030,Sound Distortion,low,1.0,,needs firmware
CLM-698060270,2024-12-24,ORD-9034861,DEV-8444621162,Mic issues,low,1.0,3.0,
CLM-859810362,2025-07-16,ORD-3031110,DEV-8635575583,Battery,med,1.0,5.0,no fault found
CLM-396286140,2024-01-14,ORD-4832066,DEV-1903215901,Connectivity,med,1.0,5.0,repeat failure
CLM-971448439,2024-02-27,ORD-5985178,DEV-3099158759,Software,med,1.0,5.0,repeat failure
CLM-753595391,2024-11-23,ORD-6432562,DEV-9196703652,Battery,high,1.0,7.0,
CLM-385246306,2024-04-13,ORD-6468494,DEV-1473184877,Battery,med,1.0,7.0,no fault found
CLM-948660174,2025-09-12,ORD-1173250,DEV-2620522955,Software,critical,0.0,5.0,customer reports intermittent issue
CLM-755428449,2025-06-20,ORD-9456986,DEV-4021124648,Physical Damage,med,,5.0,
CLM-789455359,2025-03-17,ORD-3150116,DEV-2735193913,Software,med,1.0,7.0,no fault found
CLM-883682890,2024-12-20,ORD-2311764,,Software,low,1.0,5.0,needs firmware
CLM-851115422,2024-01-23,ORD-5738309,DEV-3369546522,Software,low,1.0,5.0,needs firmware
CLM-306124714,2024-04-22,ORD-2762093,DEV-4999191270,Battery,low,1.0,2.0,
CLM-595165553,2025-07-16,ORD-2506662,DEV-4258918001,Battery,low,1.0,5.0,needs firmware
CLM-227623339,2025-07-26,OR-4411006,DEV-1299929639,Software,low,,2.0,customer reports intermittent issue
CLM-615623599,05/30/2025,ORD-4603659,DEV-3968591987,Battery,med,1.0,7.0,no fault found
CLM-321320190,2025-11-02,ORD-3172854,DEV-1837170502,Connectivity,low,1.0,7.0,no fault found
CLM-737437702,2025-01-07,ORD-5561871,DEV-1938344636,Software,med,0.0,7.0,customer reports intermittent issue
CLM-488220077,10/25/2025,ORD-6292321,DEV-7758858241,Overheating,critical,1.0,7.0,repeat failure
CLM-812018913,2024-03-24,ORD-6885607,DEV-5762873139,Connectivity,med,1.0,5.0,customer reports intermittent issue
CLM-767123641,2025-08-15,ORD-2377415,DEV-1878790001,Battery,med,1.0,5.0,customer reports intermittent issue
CLM-378631175,2024-04-15,ORD-1384977,DEV-2308168671,Sound Distortion,low,1.0,5.0,customer reports intermittent issue
CLM-122379523,2025-03-31,ORD-9549611,DEV-6692593653,Software,med,0.0,5.0,
CLM-804500551,2025-04-02,ORD-8549416,DEV-9193981666,Software,high,1.0,3.0,customer reports intermittent issue
CLM-607448042,2025-02-28,ORD-3770031,DEV-3163326979,Overheating,high,1.0,3.0,
CLM-749920070,2024-11-21,ORD-2661617,,Battery,high,0.0,10.0,
CLM-434268418,2024-01-04,ORD-4613526,DEV-1686490457,Connectivity,med,1.0,2.0,customer reports intermittent issue
CLM-280301047,02/10/2025,ORD-2253022,DEV-2313183696,Software,low,1.0,10.0,needs firmware
CLM-201048356,2025-05-17,ORD-3259915,,,,1.0,5.0,
CLM-126645524,2024-09-19,ORD-8041612,DEV-9586409996,Overheating,low,0.0,10.0,customer reports intermittent issue
CLM-430171384,2024-11-12,ORD-9736343,DEV-6761640993,Software,low,0.0,5.0,customer reports intermittent issue
CLM-894300821,2025-10-26,ORD-3250186,DEV-1904968362,Overheating,med,1.0,3.0,customer reports intermittent issue
CLM-259410757,2024-11-13,ORD-8950778,DEV-3065148658,Physical Damage,,1.0,,customer reports intermittent issue
CLM-496527209,2024-03-01,ORD-5109735,DEV-7107603880,Software,med,0.0,5.0,
CLM-899811007,2025-10-08,ORD-5949722,DEV-7909651512,Connectivity,med,1.0,10.0,customer reports intermittent issue
CLM-887672519,2025-05-06,ORD-5779920,DEV-1244252663,Connectivity,med,1.0,5.0,no fault found
CLM-835937943,2024-05-04,ORD-7378719,DEV-7252693125,Battery,low,,3.0,needs firmware
CLM-210595654,2025-03-16,ORD-4858138,DEV-1784745158,Battery,low,1.0,2.0,
CLM-200811841,2025-01-01,ORD-1369507,DEV-9404178690,Sound Distortion,high,1.0,3.0,repeat failure
CLM-519528327,2024-07-11,ORD-6606945,DEV-4922016840,Physical Damage,med,1.0,10.0,customer reports intermittent issue
CLM-886027201,2025-07-18,ORD-8937160,DEV-5681954288,Software,,1.0,7.0,needs firmware
CLM-164810799,2024-10-21,OR-6844393,DEV-9295269363,Software,low,,7.0,no fault found
CLM-838641931,2025-01-25,ORD-4503594,,Sound Distortion,med,1.0,5.0,needs firmware
CLM-205108577,2024-04-15,ORD-5301115,DEV-7896476060,Software,low,1.0,7.0,no fault found
CLM-398020779,2025-05-26,ORD-6694142,DEV-9729789661,Battery,med,1.0,3.0,needs firmware
CLM-501729898,2025-01-21,ORD-3323764,DEV-9257471205,Physical Damage,med,1.0,2.0,repeat failure
CLM-140785514,2025-12-29,ORD-2212082,DEV-5267587298,Connectivity,med,1.0,7.0,
CLM-942189748,2025-06-01,ORD-4132789,DEV-4502414628,Connectivity,low,0.0,3.0,customer reports intermittent issue
CLM-305202678,2024-10-12,ORD-8311198,DEV-5163766106,Battery,critical,0.0,3.0,no fault found
CLM-226444084,2024-10-30,ORD-8111076,DEV-8556503170,Connectivity,med,1.0,5.0,customer reports intermittent issue
CLM-223422045,2024-08-13,ORD-1535908,DEV-2327342139,Sound Distortion,med,1.0,7.0,no fault found
CLM-110513634,2025-02-23,ORD-2507692,DEV-8857523178,Physical Damage,med,0.0,5.0,
CLM-823012763,2024-02-06,ORD-6156872,DEV-6960771220,Sound Distortion,high,1.0,3.0,repeat failure
CLM-307561711,2024-05-04,ORD-2253022,,Sound Distortion,high,1.0,10.0,needs firmware
CLM-749053594,2025-08-30,ORD-6698246,DEV-8746378118,Sound Distortion,low,0.0,3.0,customer reports intermittent issue
CLM-394127037,2024-04-08,ORD-2553509,DEV-4340124531,Connectivity,med,1.0,2.0,customer reports intermittent issue
CLM-911984139,2025-09-21,ORD-2900516,DEV-2324184858,Software,critical,0.0,5.0,customer reports intermittent issue
CLM-854934501,2025-08-25,ORD-3304609,DEV-8572921555,Sound Distortion,low,1.0,3.0,customer reports intermittent issue
CLM-421750211,2025-10-14,ORD-5800596,DEV-7367629482,Connectivity,med,1.0,5.0,
CLM-182979309,2025-10-03,ORD-6827041,DEV-7744480376,Battery,high,1.0,10.0,needs firmware
CLM-540873654,2024-08-20,ORD-4402109,DEV-3438768221,Battery,med,1.0,2.0,no fault found
CLM-715210775,2024-12-26,ORD-6310407,DEV-1714264944,Battery,med,1.0,10.0,customer reports intermittent issue
CLM-937433273,2024-08-14,ORD-7426063,DEV-4143419271,Battery,low,1.0,2.0,customer reports intermittent issue
CLM-598735097,2024-05-30,ORD-3381528,DEV-3242982043,Overheating,high,1.0,,no fault found
CLM-680829299,2025-03-22,ORD-5118917,DEV-9132867823,Connectivity,high,1.0,7.0,customer reports intermittent issue
CLM-631901321,2024-04-19,ORD-8470896,DEV-9805386623,Battery,med,0.0,3.0,customer reports intermittent issue
CLM-955863521,2024-12-05,ORD-2407894,DEV-5219399245,,low,1.0,3.0,
CLM-351834057,2025-06-01,ORD-4294393,DEV-6505551455,Connectivity,med,1.0,2.0,customer reports intermittent issue
CLM-306272478,2024-10-07,ORD-1369507,DEV-2305836362,Overheating,low,0.0,5.0,no fault found
CLM-965242146,2024-07-29,ORD-3546995,DEV-3352204212,Battery,med,1.0,3.0,
CLM-874437809,2025-11-26,ORD-1230384,DEV-6046119134,Software,med,1.0,5.0,repeat failure
CLM-689875685,2024-02-06,ORD-4502474,DEV-8247695087,Connectivity,med,1.0,7.0,needs firmware
CLM-435517222,12/18/2024,ORD-2915517,DEV-6663176952,Sound Distortion,med,1.0,2.0,
CLM-674908088,2025-08-14,ORD-2300616,DEV-6923679862,Connectivity,low,1.0,3.0,
CLM-704410548,2025-05-13,ORD-3734098,DEV-9055186664,Overheating,high,1.0,3.0,customer reports intermittent issue
CLM-741522397,2025-07-03,ORD-4296761,DEV-7023755059,Software,high,,2.0,no fault found
CLM-502734529,2024-12-11,ORD-9440401,DEV-9820872064,Overheating,med,1.0,,customer reports intermittent issue
CLM-881284282,11/02/2024,ORD-8139187,DEV-1772508468,Sound Distortion,critical,0.0,,
CLM-744781460,2024-07-07,ORD-2082244,DEV-6983112912,Mic issues,med,1.0,5.0,no fault found
CLM-128117792,2025-11-17,ORD-4844926,DEV-9209521325,Connectivity,high,1.0,2.0,no fault found
CLM-937884605,2024-06-07,ORD-3530844,DEV-4682642126,Overheating,high,1.0,5.0,customer reports intermittent issue
CLM-259048191,2024-12-16,ORD-8441851,DEV-6287358035,Battery,med,1.0,5.0,no fault found
CLM-464532447,2025-03-28,ORD-3926733,DEV-2257021247,Connectivity,med,1.0,5.0,
CLM-401727372,2025-03-15,ORD-8510697,DEV-4949688047,Connectivity,low,1.0,3.0,
CLM-757018825,2025-10-22,ORD-8939045,DEV-8443235247,Software,med,1.0,5.0,customer reports intermittent issue
CLM-784676164,2025-03-29,ORD-4967971,DEV-3278470479,Software,med,1.0,,no fault found
CLM-469088797,2024-11-19,ORD-9125941,DEV-8423696839,Software,low,1.0,10.0,customer reports intermittent issue
CLM-192318425,2025-05-02,ORD-2327849,DEV-8599616037,Connectivity,med,1.0,7.0,
CLM-574058324,2025-06-07,ORD-6682651,DEV-9261651857,Sound Distortion,low,1.0,5.0,no fault found
CLM-553507828,2024-06-22,ORD-9369036,DEV-1904968362,Software,low,1.0,3.0,customer reports intermittent issue
CLM-786666049,2025-02-08,ORD-3777956,DEV-5654702104,Connectivity,high,1.0,5.0,no fault found
CLM-177266743,2024-10-29,ORD-8805129,DEV-3376348984,,med,1.0,5.0,
CLM-239781266,2024-04-05,ORD-7415170,DEV-7944254640,Connectivity,med,1.0,7.0,customer reports intermittent issue
CLM-521105410,2025-03-08,ORD-3129530,DEV-1802138863,Software,high,1.0,5.0,customer reports intermittent issue
CLM-117474137,2024-12-16,ORD-9489180,DEV-7927691408,Sound Distortion,high,1.0,3.0,customer reports intermittent issue
CLM-999916258,2024-01-30,ORD-2884638,DEV-3720073604,Physical Damage,high,1.0,2.0,repeat failure
CLM-421504190,2025-07-15,ORD-6213866,DEV-8572921555,Battery,med,0.0,,repeat failure
CLM-421598948,2025-04-07,ORD-8643931,DEV-7830404337,Software,high,1.0,5.0,customer reports intermittent issue
CLM-495015370,2024-04-29,ORD-2793024,DEV-8306085746,,med,0.0,3.0,needs firmware
CLM-886707236,2025-03-08,ORD-2811558,,Overheating,high,1.0,5.0,customer reports intermittent issue
CLM-711308891,2025-09-20,ORD-6460383,DEV-2448747875,Connectivity,med,1.0,3.0,
CLM-230377716,2024-10-11,ORD-8798507,DEV-1404533615,Sound Distortion,critical,1.0,2.0,repeat failure
CLM-217505429,2024-07-12,ORD-5744249,DEV-5395820506,Battery,med,1.0,5.0,
CLM-925667846,2025-04-21,ORD-9206062,DEV-7591151625,Physical Damage,high,0.0,3.0,
CLM-639626057,2025-12-21,ORD-3262487,DEV-5580757516,Software,high,1.0,7.0,repeat failure
CLM-775913732,2025-09-24,ORD-8787743,DEV-3939425814,Sound Distortion,high,1.0,7.0,no fault found
CLM-870777128,2025-06-01,ORD-4294393,DEV-4524655168,Battery,med,1.0,5.0,no fault found
CLM-346109651,2025-09-21,ORD-1073360,DEV-3303432783,Software,critical,0.0,5.0,no fault found
CLM-486293487,2025-12-27,ORD-7344645,DEV-2931363838,Sound Distortion,high,1.0,2.0,needs firmware
CLM-230162153,2025-04-16,ORD-4947495,DEV-1123748717,Battery,,0.0,,no fault found
CLM-215269479,2025-06-17,ORD-1142938,DEV-4681306928,Connectivity,low,1.0,7.0,no fault found
CLM-648092324,2024-07-14,ORD-2988976,DEV-1022915804,Mic issues,high,1.0,7.0,customer reports intermittent issue
CLM-347671414,2024-09-20,ORD-9317123,DEV-7580546067,Sound Distortion,high,1.0,5.0,customer reports intermittent issue
CLM-483849541,2025-06-12,ORD-4001521,,Software,med,0.0,7.0,customer reports intermittent issue
CLM-731736623,01/22/2025,ORD-9536440,DEV-7716366421,Battery,critical,1.0,3.0,needs firmware
CLM-273159024,2025-08-31,ORD-8207842,DEV-6313982190,Connectivity,low,1.0,3.0,no fault found
CLM-751027990,2024-10-28,ORD-1342057,DEV-3035145025,Connectivity,critical,0.0,3.0,needs firmware
CLM-265690341,2024-12-27,ORD-3734098,DEV-7901852206,Physical Damage,high,1.0,5.0,customer reports intermittent issue
CLM-755893286,2024-07-21,ORD-8224158,DEV-3976119389,Physical Damage,med,0.0,5.0,
CLM-468282380,2024-10-26,ORD-1211216,DEV-3920231598,Battery,,1.0,2.0,needs firmware
CLM-810916641,2025-11-13,ORD-7788210,DEV-1996391337,Connectivity,low,1.0,5.0,repeat failure
CLM-929286400,2025-02-04,ORD-9475175,DEV-3027671630,Connectivity,low,1.0,3.0,customer reports intermittent issue
CLM-246075580,2025-02-11,ORD-8357677,DEV-3328544359,Connectivity,med,1.0,2.0,
CLM-455764324,2025-04-07,ORD-3586248,DEV-7763189846,Mic issues,low,1.0,3.0,no fault found
CLM-541650044,2025-07-10,ORD-8525223,DEV-5683289310,Physical Damage,med,1.0,5.0,repeat failure
CLM-307902164,2024-05-27,ORD-7664668,DEV-9114346734,Connectivity,med,1.0,7.0,needs firmware
CLM-167701434,2024-08-10,ORD-8510554,DEV-7846537992,Connectivity,high,1.0,5.0,
CLM-990676819,2024-08-07,ORD-2271126,DEV-8299763883,Software,low,0.0,3.0,
CLM-281930960,2025-12-11,ORD-9834970,DEV-7121326227,Software,med,0.0,3.0,customer reports intermittent issue
CLM-356645197,2025-06-22,ORD-8429053,DEV-5546954745,Overheating,low,1.0,3.0,no fault found
CLM-290849197,2024-03-25,ORD-6710436,DEV-6918052508,Connectivity,med,1.0,3.0,customer reports intermittent issue
CLM-112609836,2024-06-30,ORD-5117465,DEV-2869146971,Battery,med,,5.0,customer reports intermittent issue
CLM-701771022,2025-06-17,ORD-4116701,DEV-6492204301,Connectivity,med,1.0,5.0,repeat failure
CLM-173974953,2025-03-09,ORD-4849207,DEV-4424240437,Software,low,1.0,7.0,repeat failure
CLM-138261003,2024-08-18,ORD-4613739,DEV-1094095635,Connectivity,low,1.0,2.0,needs firmware
CLM-523367587,2024-12-28,ORD-9850755,DEV-5364428089,Physical Damage,low,1.0,,no fault found
CLM-703607429,08/11/2025,ORD-8568915,DEV-1631908562,Connectivity,low,0.0,7.0,customer reports intermittent issue
CLM-937410353,2024-06-18,ORD-5829365,DEV-2873433195,Connectivity,low,0.0,7.0,no fault found
CLM-781001493,2025-03-28,ORD-6409564,DEV-7863147808,Sound Distortion,med,1.0,10.0,repeat failure
CLM-584006391,2025-04-26,ORD-1755777,DEV-3569898451,Connectivity,med,1.0,,needs firmware
CLM-520474085,05/20/2024,ORD-2934402,DEV-1447593460,Software,med,1.0,3.0,needs firmware
CLM-272308190,2025-08-18,ORD-5303554,DEV-3418778312,Connectivity,high,1.0,5.0,customer reports intermittent issue
CLM-757051030,2024-09-05,ORD-5080546,DEV-2041877786,Battery,low,0.0,10.0,needs firmware
CLM-377828796,2025-10-13,ORD-2762356,DEV-1004929437,Connectivity,critical,1.0,,no fault found
CLM-612188607,2024-07-21,ORD-4295115,DEV-1790778002,Connectivity,low,1.0,7.0,customer reports intermittent issue
CLM-810596064,2025-11-15,ORD-1785594,DEV-1322041058,Overheating,low,1.0,,no fault found
CLM-462002114,2025-09-06,ORD-3710964,DEV-3348481420,Physical Damage,low,,,customer reports intermittent issue
CLM-693716776,2025-11-10,ORD-7335446,DEV-1865545138,Mic issues,low,1.0,3.0,
CLM-857966402,2025-08-27,ORD-3314672,DEV-1496847270,Battery,low,1.0,5.0,repeat failure
CLM-199902530,12/13/2025,ORD-6442073,DEV-3221542218,Battery,med,0.0,5.0,customer reports intermittent issue
CLM-470259215,2025-03-26,ORD-9417063,DEV-6234250623,Mic issues,high,1.0,5.0,customer reports intermittent issue
CLM-745511117,2025-10-27,ORD-3317840,DEV-4387345874,Connectivity,med,1.0,3.0,needs firmware
CLM-194690478,2024-03-20,ORD-3990178,DEV-7932967557,Sound Distortion,,1.0,10.0,customer reports intermittent issue
CLM-998543223,2024-09-20,ORD-1410094,DEV-3566470822,Connectivity,low,1.0,3.0,
